Zeit;Weg;Kraft;Länge;dL_ORG
0,02000;0,02477;0,09000;0,00020;-0,00150
0,04000;0,02519;0,09200;0,00020;-0,00150
0,06000;0,02561;0,09300;0,00020;-0,00150
0,08000;0,02613;0,09300;0,00000;-0,00200
0,10000;0,02665;0,09500;0,00000;-0,00200
0,12000;0,02706;0,09600;0,00000;-0,00190
0,14000;0,02759;0,09800;0,00000;-0,00190
0,16000;0,02800;0,09900;0,00000;-0,00180
0,18000;0,02831;0,10300;0,00030;-0,00140
0,20000;0,02873;0,10600;0,00030;-0,00140
0,22000;0,02904;0,10900;0,00180;0,00010
0,24000;0,02941;0,11000;0,00300;0,00130
0,26000;0,02967;0,11400;0,00300;0,00130
0,28000;0,03014;0,11600;0,00380;0,00210
0,30000;0,03050;0,11700;0,00380;0,00210
0,32000;0,03086;0,11800;0,00480;0,00310
0,34000;0,03123;0,12100;0,00480;0,00310
0,36000;0,03149;0,12200;0,00760;0,00590
0,38000;0,03175;0,12600;0,00940;0,00770
0,40000;0,03206;0,12900;0,00940;0,00770
0,42000;0,03237;0,13200;0,01180;0,01010
0,44000;0,03269;0,13300;0,01410;0,01240
0,46000;0,03300;0,13700;0,01410;0,01240
0,48000;0,03336;0,13900;0,01690;0,01520
0,50000;0,03367;0,14000;0,01690;0,01520
0,52000;0,03393;0,14100;0,01850;0,01680
0,54000;0,03425;0,14300;0,01850;0,01680
0,56000;0,03446;0,14500;0,02090;0,01920
0,58000;0,03482;0,14800;0,02270;0,02100
0,60000;0,03513;0,15100;0,02270;0,02100
0,62000;0,03539;0,15200;0,02520;0,02350
0,64000;0,03570;0,15400;0,02520;0,02350
0,66000;0,03602;0,15400;0,02650;0,02480
0,68000;0,03633;0,15500;0,02690;0,02520
0,70000;0,03664;0,15600;0,02690;0,02520
0,72000;0,03706;0,16000;0,02670;0,02500
0,74000;0,03742;0,16200;0,02670;0,02500
0,76000;0,03779;0,16600;0,02670;0,02500
0,78000;0,03810;0,16700;0,02590;0,02420
0,80000;0,03841;0,17000;0,02590;0,02420
0,82000;0,03878;0,17100;0,02420;0,02250
0,84000;0,03904;0,17200;0,02420;0,02250
0,86000;0,03935;0,17300;0,02390;0,02220
0,88000;0,03971;0,17600;0,02260;0,02090
0,90000;0,04002;0,17800;0,02260;0,02090
