Zeit;Weg;Kraft;Länge;dL_ORG
0,02;0,01;0,03;0,00;0,00
0,04;0,01;0,06;0,00;0,00
0,06;0,01;0,11;0,00;0,00
0,08;0,01;0,14;0,00;0,00
0,10;0,01;0,17;0,00;0,00
0,12;0,01;0,19;0,00;0,00
0,14;0,01;0,20;0,00;0,00
0,16;0,01;0,20;0,00;0,00
0,18;0,01;0,20;0,00;0,00
0,20;0,01;0,21;0,00;0,00
0,22;0,01;0,21;0,00;0,00
0,24;0,01;0,22;0,00;0,00
0,26;0,01;0,22;0,00;0,00
0,28;0,01;0,22;0,00;0,00
0,30;0,01;0,23;0,00;0,00
0,32;0,01;0,23;0,00;0,00
0,34;0,01;0,23;0,00;0,01
0,36;0,01;0,24;0,01;0,01
0,38;0,01;0,24;0,01;0,01
0,40;0,01;0,24;0,01;0,01
0,42;0,01;0,24;0,01;0,01
0,44;0,01;0,24;0,01;0,01
0,46;0,01;0,25;0,01;0,01
0,48;0,01;0,25;0,01;0,01
0,50;0,01;0,25;0,01;0,01
0,52;0,01;0,26;0,01;0,01
0,54;0,02;0,26;0,01;0,01
0,56;0,02;0,26;0,01;0,01
0,58;0,02;0,26;0,01;0,01
0,60;0,02;0,26;0,01;0,01
0,62;0,02;0,27;0,01;0,01
0,64;0,02;0,27;0,01;0,01
0,66;0,02;0,27;0,01;0,01
0,68;0,02;0,27;0,01;0,02
0,70;0,02;0,28;0,01;0,02
0,72;0,02;0,28;0,02;0,02
0,74;0,02;0,28;0,02;0,02
0,76;0,02;0,28;0,02;0,02
0,78;0,02;0,29;0,02;0,02
0,80;0,02;0,29;0,02;0,02
0,82;0,02;0,29;0,02;0,02
0,84;0,02;0,30;0,02;0,02
0,86;0,02;0,30;0,02;0,02
0,88;0,02;0,30;0,02;0,02
0,90;0,02;0,30;0,02;0,02
0,92;0,02;0,30;0,02;0,03
0,94;0,02;0,31;0,02;0,03
0,96;0,02;0,31;0,02;0,03
0,98;0,02;0,31;0,02;0,03
1,00;0,02;0,31;0,03;0,03
1,02;0,02;0,31;0,03;0,03
1,04;0,02;0,32;0,03;0,03
1,06;0,02;0,32;0,03;0,03
1,08;0,02;0,32;0,03;0,03
1,10;0,02;0,32;0,03;0,03
1,12;0,02;0,32;0,03;0,03
1,14;0,02;0,33;0,03;0,03
1,16;0,02;0,33;0,03;0,03
1,18;0,02;0,33;0,03;0,03
1,20;0,02;0,33;0,03;0,03
1,22;0,02;0,33;0,03;0,03
1,24;0,02;0,33;0,03;0,03
1,26;0,02;0,33;0,03;0,03
1,28;0,02;0,33;0,03;0,04
1,30;0,02;0,33;0,04;0,04
1,32;0,02;0,33;0,04;0,04
1,34;0,02;0,33;0,04;0,04
1,36;0,02;0,33;0,04;0,04
1,38;0,02;0,33;0,04;0,04
1,40;0,02;0,33;0,04;0,04
1,42;0,02;0,33;0,04;0,04
1,44;0,02;0,32;0,04;0,04
1,46;0,02;0,33;0,04;0,04
1,48;0,02;0,33;0,04;0,05
1,50;0,02;0,33;0,04;0,05
1,52;0,02;0,33;0,05;0,05
1,54;0,03;0,33;0,05;0,05
1,56;0,03;0,32;0,05;0,05
1,58;0,03;0,33;0,05;0,05
1,60;0,03;0,33;0,05;0,05
1,62;0,03;0,33;0,05;0,05
1,64;0,03;0,33;0,05;0,05
1,66;0,03;0,33;0,05;0,05
1,68;0,03;0,33;0,05;0,05
1,70;0,03;0,33;0,05;0,05
1,72;0,03;0,33;0,05;0,05
1,74;0,03;0,32;0,05;0,05
1,76;0,03;0,32;0,05;0,06
1,78;0,03;0,33;0,05;0,06
1,80;0,03;0,32;0,06;0,06
1,82;0,03;0,33;0,06;0,06
1,84;0,03;0,33;0,06;0,06
1,86;0,03;0,33;0,06;0,06
1,88;0,03;0,33;0,06;0,06
1,90;0,03;0,33;0,06;0,06
1,92;0,03;0,33;0,06;0,06
1,94;0,03;0,33;0,06;0,06
1,96;0,03;0,33;0,06;0,06
1,98;0,03;0,32;0,06;0,06
2,00;0,03;0,32;0,06;0,06
2,02;0,03;0,32;0,07;0,07
2,04;0,03;0,32;0,07;0,07
2,06;0,03;0,32;0,07;0,07
2,08;0,03;0,32;0,07;0,07
2,10;0,03;0,32;0,07;0,07
2,12;0,03;0,32;0,07;0,07
2,14;0,03;0,32;0,07;0,07
2,16;0,03;0,32;0,07;0,07
2,18;0,03;0,32;0,07;0,07
2,20;0,03;0,33;0,07;0,07
2,22;0,03;0,33;0,07;0,07
2,24;0,03;0,33;0,07;0,07
2,26;0,03;0,33;0,07;0,07
2,28;0,03;0,33;0,07;0,07
2,30;0,03;0,34;0,07;0,07
2,32;0,03;0,34;0,07;0,08
2,34;0,03;0,34;0,07;0,08
2,36;0,03;0,34;0,07;0,08
2,38;0,03;0,34;0,07;0,08
2,40;0,03;0,34;0,08;0,08
2,42;0,03;0,34;0,08;0,08
2,44;0,03;0,34;0,08;0,08
2,46;0,03;0,34;0,08;0,08
2,48;0,03;0,34;0,08;0,08
2,50;0,03;0,34;0,08;0,08
2,52;0,03;0,34;0,08;0,08
2,54;0,03;0,34;0,08;0,08
2,56;0,04;0,34;0,09;0,09
2,58;0,04;0,34;0,09;0,09
2,60;0,04;0,34;0,09;0,09
2,62;0,04;0,35;0,09;0,09
2,64;0,04;0,35;0,09;0,09
2,66;0,04;0,35;0,09;0,09
2,68;0,04;0,35;0,09;0,09
2,70;0,04;0,35;0,09;0,09
2,72;0,04;0,35;0,09;0,09
2,74;0,04;0,35;0,09;0,09
2,76;0,04;0,35;0,09;0,09
2,78;0,04;0,35;0,09;0,09
2,80;0,04;0,35;0,09;0,09
2,82;0,04;0,34;0,10;0,10
2,84;0,04;0,34;0,10;0,10
2,86;0,04;0,34;0,10;0,10
2,88;0,04;0,34;0,10;0,10
2,90;0,04;0,34;0,10;0,10
2,92;0,04;0,34;0,10;0,10
2,94;0,04;0,34;0,10;0,10
2,96;0,04;0,34;0,10;0,10
2,98;0,04;0,34;0,10;0,10
3,00;0,04;0,34;0,10;0,10
3,02;0,04;0,33;0,10;0,10
3,04;0,04;0,33;0,10;0,10
3,06;0,04;0,33;0,10;0,10
3,08;0,04;0,33;0,10;0,10
3,10;0,04;0,33;0,10;0,10
3,12;0,04;0,33;0,10;0,10
3,14;0,04;0,33;0,10;0,10
3,16;0,04;0,32;0,10;0,11
3,18;0,04;0,32;0,10;0,11
3,20;0,04;0,32;0,11;0,11
3,22;0,04;0,32;0,11;0,11
3,24;0,04;0,32;0,11;0,11
3,26;0,04;0,32;0,11;0,11
3,28;0,04;0,32;0,11;0,11
3,30;0,04;0,32;0,11;0,11
3,32;0,04;0,32;0,11;0,11
3,34;0,04;0,32;0,11;0,11
3,36;0,04;0,31;0,11;0,11
3,38;0,04;0,31;0,11;0,11
3,40;0,04;0,31;0,11;0,12
3,42;0,04;0,32;0,11;0,12
3,44;0,04;0,32;0,12;0,12
3,46;0,04;0,32;0,12;0,12
