Zeit;Weg;Kraft;Länge;dL_ORG
0,02;0,03;0,11;0,00;0,00
0,04;0,04;0,11;0,00;0,00
0,06;0,04;0,11;0,00;0,00
0,08;0,04;0,11;0,00;0,00
0,10;0,04;0,11;0,00;0,00
0,12;0,04;0,11;0,00;0,00
0,14;0,04;0,11;0,00;0,00
0,16;0,04;0,11;0,00;0,00
0,18;0,04;0,11;0,00;0,00
0,20;0,04;0,11;0,00;0,00
0,22;0,04;0,11;0,00;0,00
0,24;0,04;0,12;0,00;0,00
0,26;0,04;0,12;0,00;0,00
0,28;0,04;0,12;0,00;0,00
0,30;0,04;0,12;0,00;0,00
0,32;0,04;0,12;0,00;0,00
0,34;0,04;0,12;0,00;0,00
0,36;0,04;0,12;0,00;0,00
0,38;0,04;0,12;0,00;0,00
0,40;0,04;0,12;0,00;0,00
0,42;0,04;0,12;0,00;0,00
0,44;0,04;0,12;0,00;0,00
0,46;0,04;0,12;0,00;0,00
0,48;0,04;0,13;0,00;0,00
0,50;0,04;0,13;0,00;0,00
0,52;0,04;0,13;0,00;0,00
0,54;0,04;0,13;0,00;0,00
0,56;0,04;0,13;0,00;0,00
0,58;0,04;0,13;0,00;0,00
0,60;0,04;0,13;0,00;0,00
0,62;0,04;0,13;0,00;0,00
0,64;0,04;0,13;0,00;0,00
0,66;0,04;0,14;0,00;0,00
0,68;0,04;0,14;0,00;0,00
0,70;0,04;0,14;0,00;0,00
0,72;0,04;0,14;0,00;0,00
0,74;0,04;0,14;0,00;0,00
0,76;0,04;0,14;0,00;0,00
0,78;0,04;0,14;0,00;0,00
0,80;0,04;0,14;0,00;0,00
0,82;0,04;0,14;0,00;0,00
0,84;0,04;0,14;0,00;0,00
0,86;0,04;0,14;0,00;0,00
0,88;0,04;0,15;0,00;0,00
0,90;0,04;0,15;0,00;0,00
0,92;0,04;0,15;0,00;0,00
0,94;0,04;0,15;0,00;0,00
0,96;0,04;0,15;0,00;0,00
0,98;0,04;0,15;0,01;0,01
1,00;0,04;0,15;0,01;0,01
1,02;0,05;0,15;0,01;0,01
1,04;0,05;0,15;0,01;0,01
1,06;0,05;0,15;0,01;0,01
1,08;0,05;0,15;0,01;0,01
1,10;0,05;0,16;0,01;0,01
1,12;0,05;0,16;0,01;0,01
1,14;0,05;0,16;0,01;0,01
1,16;0,05;0,16;0,01;0,02
1,18;0,05;0,16;0,02;0,02
1,20;0,05;0,16;0,02;0,02
1,22;0,05;0,16;0,02;0,02
1,24;0,05;0,16;0,02;0,02
1,26;0,05;0,17;0,02;0,02
1,28;0,05;0,17;0,02;0,02
1,30;0,05;0,17;0,02;0,02
1,32;0,05;0,17;0,02;0,02
1,34;0,05;0,17;0,02;0,02
1,36;0,05;0,17;0,02;0,02
1,38;0,05;0,17;0,02;0,02
1,40;0,05;0,17;0,02;0,02
1,42;0,05;0,17;0,02;0,02
1,44;0,05;0,17;0,02;0,02
1,46;0,05;0,17;0,02;0,02
1,48;0,05;0,18;0,02;0,02
1,50;0,05;0,18;0,02;0,02
1,52;0,05;0,18;0,02;0,02
1,54;0,05;0,17;0,02;0,02
1,56;0,05;0,18;0,02;0,02
1,58;0,05;0,18;0,02;0,02
1,60;0,05;0,18;0,02;0,02
1,62;0,05;0,18;0,02;0,02
1,64;0,05;0,18;0,02;0,02
1,66;0,05;0,18;0,02;0,02
1,68;0,05;0,18;0,02;0,02
1,70;0,05;0,19;0,02;0,02
1,72;0,05;0,19;0,02;0,02
1,74;0,05;0,19;0,02;0,02
1,76;0,05;0,19;0,02;0,02
1,78;0,05;0,19;0,02;0,02
1,80;0,05;0,19;0,02;0,02
1,82;0,05;0,19;0,02;0,02
1,84;0,05;0,19;0,02;0,02
1,86;0,05;0,19;0,02;0,02
1,88;0,05;0,19;0,02;0,02
1,90;0,05;0,19;0,02;0,02
1,92;0,05;0,19;0,02;0,02
1,94;0,05;0,19;0,02;0,02
1,96;0,05;0,19;0,02;0,02
1,98;0,05;0,19;0,02;0,02
2,00;0,05;0,20;0,02;0,02
2,02;0,05;0,20;0,02;0,02
2,04;0,05;0,20;0,02;0,02
2,06;0,05;0,20;0,02;0,02
2,08;0,05;0,20;0,03;0,03
2,10;0,05;0,20;0,02;0,03
2,12;0,05;0,20;0,02;0,03
2,14;0,05;0,20;0,02;0,03
2,16;0,05;0,20;0,02;0,03
2,18;0,05;0,20;0,03;0,03
2,20;0,05;0,20;0,03;0,03
2,22;0,05;0,20;0,03;0,03
2,24;0,06;0,20;0,03;0,03
2,26;0,06;0,21;0,03;0,03
2,28;0,06;0,21;0,03;0,03
2,30;0,06;0,21;0,03;0,03
2,32;0,06;0,21;0,03;0,03
2,34;0,06;0,21;0,03;0,03
2,36;0,06;0,21;0,03;0,03
2,38;0,06;0,21;0,03;0,03
2,40;0,06;0,21;0,03;0,03
2,42;0,06;0,21;0,03;0,03
2,44;0,06;0,21;0,03;0,03
2,46;0,06;0,22;0,03;0,03
2,48;0,06;0,22;0,03;0,03
2,50;0,06;0,22;0,04;0,04
2,52;0,06;0,21;0,03;0,04
2,54;0,06;0,22;0,04;0,04
2,56;0,06;0,22;0,04;0,04
2,58;0,06;0,22;0,04;0,04
2,60;0,06;0,22;0,04;0,04
2,62;0,06;0,22;0,04;0,04
2,64;0,06;0,22;0,04;0,04
2,66;0,06;0,22;0,04;0,04
2,68;0,06;0,22;0,04;0,04
2,70;0,06;0,22;0,04;0,04
2,72;0,06;0,22;0,04;0,04
2,74;0,06;0,22;0,04;0,04
2,76;0,06;0,22;0,04;0,04
2,78;0,06;0,22;0,04;0,04
2,80;0,06;0,22;0,04;0,05
2,82;0,06;0,23;0,04;0,05
2,84;0,06;0,23;0,05;0,05
2,86;0,06;0,23;0,05;0,05
2,88;0,06;0,23;0,05;0,05
2,90;0,06;0,23;0,05;0,05
2,92;0,06;0,23;0,05;0,05
2,94;0,06;0,23;0,05;0,05
2,96;0,06;0,24;0,05;0,05
2,98;0,06;0,23;0,05;0,05
3,00;0,06;0,24;0,05;0,05
3,02;0,06;0,24;0,05;0,05
3,04;0,06;0,24;0,05;0,05
3,06;0,06;0,24;0,05;0,05
3,08;0,06;0,24;0,05;0,05
3,10;0,06;0,24;0,05;0,05
3,12;0,06;0,24;0,05;0,05
3,14;0,06;0,24;0,05;0,05
3,16;0,06;0,24;0,05;0,05
3,18;0,06;0,24;0,05;0,05
3,20;0,06;0,24;0,05;0,05
3,22;0,06;0,25;0,05;0,05
3,24;0,06;0,25;0,05;0,05
3,26;0,06;0,25;0,05;0,05
3,28;0,06;0,25;0,05;0,05
3,30;0,06;0,25;0,05;0,05
3,32;0,06;0,25;0,05;0,05
3,34;0,06;0,25;0,05;0,05
3,36;0,06;0,25;0,05;0,05
