Zeit;Weg;Kraft;Länge;Dehnung;dL_ORG
0,02;0,00;0,04;0,00;0,00;0,00
0,04;0,00;0,04;0,00;0,00;0,00
0,06;0,00;0,04;0,00;0,00;0,00
0,08;0,00;0,04;0,00;0,00;0,00
0,10;0,00;0,04;0,00;0,00;0,00
0,12;0,00;0,04;0,00;0,00;0,00
0,14;0,00;0,04;0,00;0,00;0,00
0,16;0,00;0,04;0,00;0,00;0,00
0,18;0,00;0,04;0,00;0,00;0,00
0,20;0,00;0,04;0,00;0,00;0,00
0,22;0,00;0,04;0,00;0,00;0,00
0,24;0,00;0,04;0,00;0,00;0,00
0,26;0,00;0,04;0,00;0,00;0,00
0,28;0,00;0,04;0,00;0,00;0,00
0,30;0,00;0,04;0,00;0,00;0,00
0,32;0,00;0,04;0,00;0,00;0,00
0,34;0,00;0,04;0,00;0,00;0,00
0,36;0,00;0,04;0,00;0,00;0,00
0,38;0,00;0,04;0,00;0,00;0,00
0,40;0,00;0,04;0,00;0,00;0,00
0,42;0,00;0,04;0,00;0,00;0,00
0,44;0,00;0,04;0,00;0,00;0,00
0,46;0,00;0,04;0,00;0,00;0,00
0,48;0,00;0,04;0,00;0,00;0,00
0,50;0,00;0,04;0,00;0,00;0,00
0,52;0,00;0,04;0,00;0,00;0,00
0,54;0,00;0,03;0,00;0,00;0,00
0,56;0,00;0,03;0,00;0,00;0,00
0,58;0,00;0,03;0,00;0,00;0,00
0,60;0,00;0,03;0,00;0,00;0,00
0,62;0,00;0,04;0,00;0,00;0,00
0,64;0,00;0,04;0,00;0,00;0,00
0,66;0,00;0,04;0,00;0,00;0,00
0,68;0,00;0,04;0,00;0,00;0,00
0,70;0,00;0,04;0,00;0,00;0,00
0,72;0,00;0,04;0,00;0,00;0,00
0,74;0,00;0,04;0,00;0,00;0,00
0,76;0,00;0,04;0,00;0,00;0,00
0,78;0,00;0,04;0,00;0,00;0,00
0,80;0,00;0,04;0,00;0,00;0,00
0,82;0,00;0,04;0,00;0,00;0,00
0,84;0,00;0,04;0,00;0,00;0,00
0,86;0,00;0,04;0,00;0,00;0,00
0,88;0,00;0,04;0,00;0,00;0,00
0,90;0,00;0,03;0,00;0,00;0,00
0,92;0,00;0,03;0,00;0,00;0,00
0,94;0,00;0,03;0,00;0,00;0,00
0,96;0,00;0,03;0,00;0,00;0,00
0,98;0,00;0,04;0,00;0,00;0,00
1,00;0,00;0,04;0,00;0,00;0,00
1,02;0,00;0,04;0,00;0,00;0,00
1,04;0,00;0,04;0,00;0,00;0,00
1,06;0,00;0,04;0,00;0,00;0,00
1,08;0,00;0,03;0,00;0,00;0,00
1,10;0,00;0,03;0,00;0,00;0,00
1,12;0,00;0,03;0,00;0,00;0,00
1,14;0,00;0,03;0,00;0,00;0,00
1,16;0,00;0,04;0,00;0,00;0,00
1,18;0,00;0,04;0,00;0,00;0,00
1,20;0,00;0,04;0,00;0,00;0,00
1,22;0,00;0,04;0,00;0,00;0,00
1,24;0,00;0,04;0,00;0,00;0,00
1,26;0,00;0,04;0,00;0,00;0,00
1,28;0,00;0,03;0,00;0,00;0,00
1,30;0,00;0,03;0,00;0,00;0,00
1,32;0,00;0,03;0,00;0,00;0,00
1,34;0,00;0,03;0,00;0,00;0,00
1,36;0,00;0,03;0,00;0,00;0,00
1,38;0,00;0,04;0,00;0,00;0,00
1,40;0,00;0,04;0,00;0,00;0,00
1,42;0,00;0,04;0,00;0,00;0,00
1,44;0,00;0,04;0,00;0,00;0,00
1,46;0,00;0,04;0,00;0,00;0,00
1,48;0,00;0,03;0,00;0,00;0,00
1,50;0,00;0,04;0,00;0,00;0,00
1,52;0,00;0,04;0,00;0,00;0,00
1,54;0,00;0,04;0,00;0,00;0,00
1,56;0,00;0,04;0,00;0,00;0,00
1,58;0,00;0,04;0,00;0,00;0,00
1,60;0,00;0,04;0,00;0,00;0,00
1,62;0,00;0,04;0,00;0,00;0,00
1,64;0,00;0,03;0,00;0,00;0,00
1,66;0,00;0,03;0,00;0,00;0,00
1,68;0,00;0,03;0,00;0,00;0,00
1,70;0,00;0,03;0,00;0,00;0,00
1,72;0,00;0,04;0,00;0,00;0,00
1,74;0,00;0,04;0,00;0,00;0,00
1,76;0,00;0,04;0,00;0,00;0,00
1,78;0,00;0,04;0,00;0,00;0,00
1,80;0,00;0,03;0,00;0,00;0,00
1,82;0,00;0,03;0,00;0,00;0,00
1,84;0,00;0,03;0,00;0,00;0,00
1,86;0,00;0,03;0,00;0,00;0,00
1,88;0,00;0,03;0,00;0,00;0,00
1,90;0,00;0,03;0,00;0,00;0,00
1,92;0,00;0,03;0,00;0,00;0,00
1,94;0,00;0,03;0,00;0,00;0,00
1,96;0,00;0,03;0,00;0,00;0,00
1,98;0,00;0,04;0,00;0,00;0,00
2,00;0,00;0,03;0,00;0,00;0,00
2,02;0,00;0,03;0,00;0,00;0,00
2,04;0,00;0,03;0,00;0,00;0,00
2,06;0,00;0,03;0,00;0,00;0,00
2,08;0,00;0,03;0,00;0,00;0,00
2,10;0,00;0,04;0,00;0,00;0,00
2,12;0,00;0,04;0,00;0,00;0,00
2,14;0,00;0,04;0,00;0,00;0,00
2,16;0,00;0,03;0,00;0,00;0,00
2,18;0,00;0,03;0,00;0,00;0,00
2,20;0,00;0,03;0,00;0,00;0,00
2,22;0,00;0,03;0,00;0,00;0,00
2,24;0,00;0,03;0,00;0,00;0,00
2,26;0,00;0,03;0,00;0,00;0,00
2,28;0,00;0,03;0,00;0,00;0,00
2,30;0,00;0,04;0,00;0,00;0,00
2,32;0,00;0,03;0,00;0,00;0,00
2,34;0,00;0,03;0,00;0,00;0,00
2,36;0,00;0,03;0,00;0,00;0,00
2,38;0,00;0,03;0,00;0,00;0,00
2,40;0,00;0,03;0,00;0,00;0,00
2,42;0,00;0,03;0,00;0,00;0,00
2,44;0,00;0,03;0,00;0,00;0,00
2,46;0,00;0,04;0,00;0,00;0,00
2,48;0,00;0,04;0,00;0,00;0,00
2,50;0,00;0,03;0,00;0,00;0,00
2,52;0,00;0,03;0,00;0,00;0,00
2,54;0,00;0,03;0,00;0,00;0,00
2,56;0,00;0,03;0,00;0,00;0,00
2,58;0,00;0,03;0,00;0,00;0,00
2,60;0,00;0,03;0,00;0,00;0,00
2,62;0,00;0,03;0,00;0,00;0,00
2,64;0,00;0,03;0,00;0,00;0,00
2,66;0,00;0,03;0,00;0,00;0,00
2,68;0,00;0,04;0,00;0,00;0,00
2,70;0,00;0,04;0,00;0,00;0,00
2,72;0,00;0,03;0,00;0,00;0,00
2,74;0,00;0,03;0,00;0,00;0,00
2,76;0,00;0,03;0,00;0,00;0,00
2,78;0,00;0,03;0,00;0,00;0,00
2,80;0,00;0,03;0,00;0,00;0,00
2,82;0,00;0,03;0,00;0,00;0,00
2,84;0,00;0,03;0,00;0,00;0,00
2,86;0,00;0,04;0,00;0,00;0,00
2,88;0,00;0,03;0,00;0,00;0,00
2,90;0,00;0,03;0,00;0,00;0,00
2,92;0,00;0,03;0,00;0,00;0,00
2,94;0,00;0,03;0,00;0,00;0,00
2,96;0,00;0,03;0,00;0,00;0,00
2,98;0,00;0,03;0,00;0,00;0,00
3,00;0,00;0,03;0,00;0,00;0,00
3,02;0,00;0,03;0,00;0,00;0,00
3,04;0,01;0,03;0,00;0,00;0,01
3,06;0,01;0,04;0,00;0,00;0,01
3,08;0,01;0,04;0,00;0,00;0,01
3,10;0,01;0,03;0,00;0,00;0,01
3,12;0,01;0,03;0,00;0,00;0,01
3,14;0,01;0,03;0,00;0,00;0,01
3,16;0,01;0,03;0,00;0,00;0,01
3,18;0,01;0,03;0,00;0,00;0,01
3,20;0,01;0,04;0,00;0,00;0,01
3,22;0,01;0,04;0,00;0,00;0,01
3,24;0,01;0,04;0,00;0,00;0,01
3,26;0,01;0,04;0,00;0,00;0,01
3,28;0,01;0,03;0,00;0,00;0,01
3,30;0,01;0,03;0,00;0,00;0,01
3,32;0,01;0,03;0,00;0,00;0,01
3,34;0,01;0,03;0,00;0,00;0,01
3,36;0,01;0,03;0,00;0,00;0,01
3,38;0,01;0,03;0,00;0,00;0,01
3,40;0,01;0,03;0,00;0,00;0,01
3,42;0,01;0,03;0,00;0,00;0,01
3,44;0,01;0,04;0,00;0,00;0,01
3,46;0,01;0,03;0,00;0,00;0,01
3,48;0,01;0,03;0,00;0,00;0,01
3,50;0,01;0,03;0,00;0,00;0,01
3,52;0,01;0,03;0,00;0,00;0,01
3,54;0,01;0,03;0,00;0,00;0,01
3,56;0,01;0,03;0,00;0,00;0,01
3,58;0,01;0,04;0,00;0,00;0,01
3,60;0,01;0,04;0,00;0,00;0,01
3,62;0,01;0,04;0,00;0,00;0,01
3,64;0,01;0,04;0,00;0,00;0,01
3,66;0,01;0,04;0,00;0,00;0,01
3,68;0,01;0,03;0,00;0,00;0,01
3,70;0,01;0,03;0,00;0,00;0,01
3,72;0,01;0,03;0,00;0,00;0,01
3,74;0,01;0,03;0,00;0,00;0,01
3,76;0,01;0,04;0,00;0,00;0,01
3,78;0,01;0,04;0,00;0,00;0,01
3,80;0,01;0,04;0,00;0,00;0,01
3,82;0,01;0,04;0,00;0,00;0,01
3,84;0,01;0,04;0,00;0,00;0,01
3,86;0,01;0,03;0,00;0,00;0,01
3,88;0,01;0,03;0,00;0,00;0,01
3,90;0,01;0,03;0,00;0,00;0,01
3,92;0,01;0,04;0,00;0,00;0,01
3,94;0,01;0,04;0,00;0,00;0,01
3,96;0,01;0,04;0,00;0,00;0,01
3,98;0,01;0,04;0,00;0,00;0,01
4,00;0,01;0,04;0,00;0,00;0,01
4,02;0,01;0,04;0,00;0,00;0,01
4,04;0,01;0,03;0,00;0,00;0,01
4,06;0,01;0,03;0,00;0,00;0,01
4,08;0,01;0,03;0,00;0,00;0,01
4,10;0,01;0,03;0,00;0,00;0,01
4,12;0,01;0,04;0,00;0,00;0,01
4,14;0,01;0,04;0,00;0,00;0,01
4,16;0,01;0,04;0,00;0,00;0,01
4,18;0,01;0,04;0,00;0,00;0,01
4,20;0,01;0,04;0,00;0,00;0,01
4,22;0,01;0,03;0,00;0,00;0,01
4,24;0,01;0,03;0,00;0,00;0,01
4,26;0,01;0,03;0,00;0,00;0,01
4,28;0,01;0,03;0,00;0,00;0,01
4,30;0,01;0,03;0,00;0,00;0,01
4,32;0,01;0,04;0,00;0,00;0,01
4,34;0,01;0,04;0,00;0,00;0,01
4,36;0,01;0,04;0,00;0,00;0,01
4,38;0,01;0,03;0,00;0,00;0,01
4,40;0,01;0,03;0,00;0,00;0,01
4,42;0,01;0,03;0,00;0,00;0,01
4,44;0,01;0,03;0,00;0,00;0,01
4,46;0,01;0,03;0,00;0,00;0,01
4,48;0,01;0,03;0,00;0,00;0,01
4,50;0,01;0,03;0,00;0,00;0,01
4,52;0,01;0,03;0,00;0,00;0,01
4,54;0,01;0,04;0,00;0,00;0,01
4,56;0,01;0,03;0,00;0,00;0,01
4,58;0,01;0,03;0,00;0,00;0,01
4,60;0,01;0,03;0,00;0,00;0,01
4,62;0,01;0,03;0,00;0,00;0,01
4,64;0,01;0,03;0,00;0,00;0,01
4,66;0,01;0,03;0,00;0,00;0,01
4,68;0,01;0,03;0,00;0,00;0,01
4,70;0,01;0,03;0,00;0,00;0,01
4,72;0,01;0,03;0,00;0,00;0,01
4,74;0,01;0,03;0,00;0,00;0,01
4,76;0,01;0,03;0,00;0,00;0,01
4,78;0,01;0,03;0,00;0,00;0,01
4,80;0,01;0,03;0,00;0,00;0,01
4,82;0,01;0,03;0,00;0,00;0,01
4,84;0,01;0,03;0,00;0,00;0,01
4,86;0,01;0,03;0,00;0,00;0,01
4,88;0,01;0,03;0,00;0,00;0,01
4,90;0,01;0,03;0,00;0,00;0,01
4,92;0,01;0,03;0,00;0,00;0,01
4,94;0,01;0,03;0,00;0,00;0,01
4,96;0,01;0,03;0,00;0,00;0,01
4,98;0,01;0,03;0,00;0,00;0,01
5,00;0,01;0,03;0,00;0,00;0,01
5,02;0,01;0,03;0,00;0,00;0,01
5,04;0,01;0,03;0,00;0,00;0,01
5,06;0,01;0,04;0,00;0,00;0,01
5,08;0,01;0,03;0,00;0,00;0,01
5,10;0,01;0,03;0,00;0,00;0,01
5,12;0,01;0,03;0,00;0,00;0,01
5,14;0,01;0,03;0,00;0,00;0,01
5,16;0,01;0,03;0,00;0,00;0,01
5,18;0,01;0,03;0,00;0,00;0,01
5,20;0,01;0,03;0,00;0,00;0,01
5,22;0,01;0,03;0,00;0,00;0,01
5,24;0,01;0,03;0,00;0,00;0,01
5,26;0,01;0,03;0,00;0,00;0,01
5,28;0,01;0,03;0,00;0,00;0,01
5,30;0,01;0,03;0,00;0,00;0,01
5,32;0,01;0,03;0,00;0,00;0,01
5,34;0,01;0,03;0,00;0,00;0,01
5,36;0,01;0,03;0,00;0,00;0,01
5,38;0,01;0,03;0,00;0,00;0,01
5,40;0,01;0,03;0,00;0,00;0,01
5,42;0,01;0,03;0,00;0,00;0,01
5,44;0,01;0,03;0,00;0,00;0,01
5,46;0,01;0,03;0,00;0,00;0,01
5,48;0,01;0,03;0,00;0,00;0,01
5,50;0,01;0,03;0,00;0,00;0,01
5,52;0,01;0,03;0,00;0,00;0,01
5,54;0,01;0,03;0,00;0,00;0,01
5,56;0,01;0,03;0,00;0,00;0,01
5,58;0,01;0,03;0,00;0,00;0,01
5,60;0,01;0,03;0,00;0,00;0,01
5,62;0,01;0,03;0,00;0,00;0,01
5,64;0,01;0,03;0,00;0,00;0,01
5,66;0,01;0,03;0,00;0,00;0,01
5,68;0,01;0,03;0,00;0,00;0,01
5,70;0,01;0,03;0,00;0,00;0,01
5,72;0,01;0,03;0,00;0,00;0,01
5,74;0,01;0,03;0,00;0,00;0,01
5,76;0,01;0,03;0,00;0,00;0,01
5,78;0,01;0,03;0,00;0,00;0,01
5,80;0,01;0,03;0,00;0,00;0,01
5,82;0,01;0,03;0,00;0,00;0,01
5,84;0,01;0,03;0,00;0,00;0,01
5,86;0,01;0,03;0,00;0,00;0,01
5,88;0,01;0,03;0,00;0,00;0,01
5,90;0,01;0,03;0,00;0,00;0,01
5,92;0,01;0,03;0,00;0,00;0,01
5,94;0,01;0,03;0,00;0,00;0,01
5,96;0,01;0,03;0,00;0,00;0,01
5,98;0,01;0,03;0,00;0,00;0,01
6,00;0,01;0,03;0,00;0,00;0,01
6,02;0,01;0,03;0,00;0,00;0,01
6,04;0,01;0,03;0,00;0,00;0,01
6,06;0,01;0,03;0,00;0,00;0,01
6,08;0,01;0,02;0,00;0,00;0,01
6,10;0,01;0,03;0,00;0,00;0,01
6,12;0,01;0,02;0,00;0,00;0,01
6,14;0,01;0,03;0,00;0,00;0,01
6,16;0,01;0,03;0,00;0,00;0,01
6,18;0,01;0,03;0,00;0,00;0,01
6,20;0,01;0,03;0,00;0,00;0,01
6,22;0,01;0,03;0,00;0,00;0,01
6,24;0,01;0,03;0,00;0,00;0,01
6,26;0,01;0,03;0,00;0,00;0,01
6,28;0,01;0,03;0,00;0,00;0,01
6,30;0,01;0,03;0,00;0,00;0,01
6,32;0,01;0,03;0,00;0,00;0,01
6,34;0,01;0,03;0,00;0,00;0,01
6,36;0,01;0,03;0,00;0,00;0,01
6,38;0,01;0,03;0,00;0,00;0,01
6,40;0,01;0,03;0,00;0,00;0,01
6,42;0,01;0,03;0,00;0,00;0,01
6,44;0,01;0,03;0,00;0,00;0,01
6,46;0,01;0,03;0,00;0,00;0,01
6,48;0,01;0,03;0,00;0,00;0,01
6,50;0,01;0,03;0,00;0,00;0,01
6,52;0,01;0,03;0,00;0,00;0,01
6,54;0,01;0,03;0,00;0,00;0,01
6,56;0,01;0,03;0,00;0,00;0,01
6,58;0,01;0,04;0,00;0,00;0,01
6,60;0,01;0,03;0,00;0,00;0,01
6,62;0,01;0,03;0,00;0,00;0,01
6,64;0,01;0,03;0,00;0,00;0,01
6,66;0,01;0,03;0,00;0,00;0,01
6,68;0,01;0,03;0,00;0,00;0,01
6,70;0,01;0,03;0,00;0,00;0,01
6,72;0,01;0,03;0,00;0,00;0,01
6,74;0,01;0,03;0,00;0,00;0,01
6,76;0,01;0,03;0,00;0,00;0,01
6,78;0,01;0,03;0,00;0,00;0,01
6,80;0,01;0,03;0,00;0,00;0,01
6,82;0,01;0,03;0,00;0,00;0,01
6,84;0,01;0,03;0,00;0,00;0,01
6,86;0,01;0,03;0,00;0,00;0,01
6,88;0,01;0,03;0,00;0,00;0,01
6,90;0,01;0,03;0,00;0,00;0,01
6,92;0,01;0,04;0,00;0,00;0,01
6,94;0,01;0,03;0,00;0,00;0,01
6,96;0,01;0,03;0,00;0,00;0,01
6,98;0,01;0,03;0,00;0,00;0,01
7,00;0,01;0,03;0,00;0,00;0,01
7,02;0,01;0,03;0,00;0,00;0,01
7,04;0,01;0,03;0,00;0,00;0,01
7,06;0,01;0,03;0,00;0,00;0,01
7,08;0,01;0,03;0,00;0,00;0,01
7,10;0,01;0,03;0,00;0,00;0,01
7,12;0,01;0,04;0,00;0,00;0,01
7,14;0,01;0,03;0,00;0,00;0,01
7,16;0,01;0,03;0,00;0,00;0,01
7,18;0,01;0,03;0,00;0,00;0,01
7,20;0,01;0,03;0,00;0,00;0,01
7,22;0,01;0,03;0,00;0,00;0,01
7,24;0,01;0,03;0,00;0,00;0,01
7,26;0,01;0,03;0,00;0,00;0,01
7,28;0,01;0,03;0,00;0,00;0,01
7,30;0,01;0,03;0,00;0,00;0,01
7,32;0,01;0,03;0,00;0,00;0,01
7,34;0,01;0,03;0,00;0,00;0,01
7,36;0,01;0,03;0,00;0,00;0,01
7,38;0,01;0,03;0,00;0,00;0,01
7,40;0,01;0,03;0,00;0,00;0,01
7,42;0,01;0,03;0,00;0,00;0,01
7,44;0,01;0,03;0,00;0,00;0,01
7,46;0,01;0,03;0,00;0,00;0,01
7,48;0,01;0,03;0,00;0,00;0,01
7,50;0,01;0,04;0,00;0,00;0,01
7,52;0,01;0,03;0,00;0,00;0,01
7,54;0,01;0,03;0,00;0,00;0,01
7,56;0,01;0,03;0,00;0,00;0,01
7,58;0,01;0,03;0,00;0,00;0,01
7,60;0,01;0,03;0,00;0,00;0,01
7,62;0,01;0,03;0,00;0,00;0,01
7,64;0,01;0,03;0,00;0,00;0,01
7,66;0,01;0,03;0,00;0,00;0,01
7,68;0,01;0,04;0,00;0,00;0,01
7,70;0,01;0,03;0,00;0,00;0,01
7,72;0,01;0,03;0,00;0,00;0,01
7,74;0,01;0,03;0,00;0,00;0,01
7,76;0,01;0,03;0,00;0,00;0,01
7,78;0,01;0,03;0,00;0,00;0,01
7,80;0,01;0,03;0,00;0,00;0,01
7,82;0,01;0,03;0,00;0,00;0,01
7,84;0,01;0,03;0,00;0,00;0,01
7,86;0,01;0,03;0,00;0,00;0,01
7,88;0,01;0,03;0,00;0,00;0,01
7,90;0,01;0,03;0,00;0,00;0,01
7,92;0,01;0,03;0,00;0,00;0,01
7,94;0,01;0,03;0,00;0,00;0,01
7,96;0,01;0,03;0,00;0,00;0,01
7,98;0,01;0,03;0,00;0,00;0,01
8,00;0,01;0,03;0,00;0,00;0,01
8,02;0,01;0,03;0,00;0,00;0,01
8,04;0,01;0,03;0,00;0,00;0,01
8,06;0,01;0,04;0,00;0,00;0,01
8,08;0,01;0,04;0,00;0,00;0,01
8,10;0,01;0,04;0,00;0,00;0,01
8,12;0,01;0,03;0,00;0,00;0,01
8,14;0,01;0,04;0,00;0,00;0,01
8,16;0,01;0,04;0,00;0,00;0,01
8,18;0,01;0,04;0,00;0,00;0,01
8,20;0,01;0,04;0,00;0,00;0,01
8,22;0,01;0,04;0,00;0,00;0,01
8,24;0,01;0,04;0,00;0,00;0,01
8,26;0,01;0,03;0,00;0,00;0,01
8,28;0,01;0,03;0,00;0,00;0,01
8,30;0,01;0,03;0,00;0,00;0,01
8,32;0,01;0,03;0,00;0,00;0,01
8,34;0,01;0,03;0,00;0,00;0,01
8,36;0,01;0,03;0,00;0,00;0,01
8,38;0,01;0,03;0,00;0,00;0,01
8,40;0,01;0,03;0,00;0,00;0,01
8,42;0,01;0,03;0,00;0,00;0,01
8,44;0,01;0,03;0,00;0,00;0,01
8,46;0,01;0,03;0,00;0,00;0,01
8,48;0,01;0,03;0,00;0,00;0,01
8,50;0,01;0,03;0,00;0,00;0,01
8,52;0,01;0,03;0,00;0,00;0,01
8,54;0,01;0,03;0,00;0,00;0,01
8,56;0,01;0,03;0,00;0,00;0,01
8,58;0,01;0,03;0,00;0,00;0,01
8,60;0,01;0,04;0,00;0,00;0,01
8,62;0,01;0,04;0,00;0,00;0,01
8,64;0,01;0,03;0,00;0,00;0,01
8,66;0,01;0,03;0,00;0,00;0,01
8,68;0,01;0,03;0,00;0,00;0,01
8,70;0,01;0,03;0,00;0,00;0,01
8,72;0,01;0,03;0,00;0,00;0,01
8,74;0,01;0,03;0,00;0,00;0,01
8,76;0,01;0,03;0,00;0,00;0,01
8,78;0,01;0,03;0,00;0,00;0,01
8,80;0,01;0,03;0,00;0,00;0,01
8,82;0,01;0,03;0,00;0,00;0,01
8,84;0,01;0,03;0,00;0,00;0,01
8,86;0,01;0,04;0,00;0,00;0,01
8,88;0,01;0,03;0,00;0,00;0,01
8,90;0,01;0,03;0,00;0,00;0,01
8,92;0,01;0,03;0,00;0,00;0,01
8,94;0,01;0,03;0,00;0,00;0,01
8,96;0,01;0,03;0,00;0,00;0,01
8,98;0,02;0,03;0,00;0,00;0,02
9,00;0,02;0,03;0,00;0,00;0,02
9,02;0,02;0,03;0,00;0,00;0,02
9,04;0,02;0,03;0,00;0,00;0,02
9,06;0,02;0,03;0,00;0,00;0,02
9,08;0,02;0,03;0,00;0,00;0,02
9,10;0,02;0,03;0,00;0,00;0,02
9,12;0,02;0,03;0,00;0,00;0,02
9,14;0,02;0,03;0,00;0,00;0,02
9,16;0,02;0,03;0,00;0,00;0,02
9,18;0,02;0,03;0,00;0,00;0,02
9,20;0,02;0,03;0,00;0,00;0,02
9,22;0,02;0,03;0,00;0,00;0,02
9,24;0,02;0,03;0,00;0,00;0,02
9,26;0,02;0,03;0,00;0,00;0,02
9,28;0,02;0,03;0,00;0,00;0,02
9,30;0,02;0,03;0,00;0,00;0,02
9,32;0,02;0,03;0,00;0,00;0,02
9,34;0,02;0,03;0,00;0,00;0,02
9,36;0,02;0,03;0,00;0,00;0,02
9,38;0,02;0,03;0,00;0,00;0,02
9,40;0,02;0,03;0,00;0,00;0,02
9,42;0,02;0,03;0,00;0,00;0,02
9,44;0,02;0,03;0,00;0,00;0,02
9,46;0,02;0,03;0,00;0,00;0,02
9,48;0,02;0,03;0,00;0,00;0,02
9,50;0,02;0,03;0,00;0,00;0,02
9,52;0,02;0,03;0,00;0,00;0,02
9,54;0,02;0,03;0,00;0,00;0,02
9,56;0,02;0,03;0,00;0,00;0,02
9,58;0,02;0,03;0,00;0,00;0,02
9,60;0,02;0,03;0,00;0,00;0,02
9,62;0,02;0,03;0,00;0,00;0,02
9,64;0,02;0,03;0,00;0,00;0,02
9,66;0,02;0,03;0,00;0,00;0,02
9,68;0,02;0,04;0,00;0,00;0,02
9,70;0,02;0,03;0,00;0,00;0,02
9,72;0,02;0,03;0,00;0,00;0,02
9,74;0,02;0,03;0,00;0,00;0,02
9,76;0,02;0,03;0,00;0,00;0,02
9,78;0,02;0,03;0,00;0,00;0,02
9,80;0,02;0,03;0,00;0,00;0,02
9,82;0,02;0,03;0,00;0,00;0,02
9,84;0,02;0,03;0,00;0,00;0,02
9,86;0,02;0,03;0,00;0,00;0,02
9,88;0,02;0,03;0,00;0,00;0,02
9,90;0,02;0,04;0,00;0,00;0,02
9,92;0,02;0,03;0,00;0,00;0,02
9,94;0,02;0,03;0,00;0,00;0,02
9,96;0,02;0,03;0,00;0,00;0,02
9,98;0,02;0,03;0,00;0,00;0,02
10,00;0,02;0,03;0,00;0,00;0,02
10,02;0,02;0,03;0,00;0,00;0,02
10,04;0,02;0,03;0,00;0,00;0,02
10,06;0,02;0,03;0,00;0,00;0,02
10,08;0,02;0,03;0,00;0,00;0,02
10,10;0,02;0,04;0,00;0,00;0,02
10,12;0,02;0,04;0,00;0,00;0,02
10,14;0,02;0,03;0,00;0,00;0,02
10,16;0,02;0,03;0,00;0,00;0,02
10,18;0,02;0,03;0,00;0,00;0,02
10,20;0,02;0,03;0,00;0,00;0,02
10,22;0,02;0,03;0,00;0,00;0,02
10,24;0,02;0,03;0,00;0,00;0,02
10,26;0,02;0,04;0,00;0,00;0,02
10,28;0,02;0,04;0,00;0,00;0,02
10,30;0,02;0,03;0,00;0,00;0,02
10,32;0,02;0,03;0,00;0,00;0,02
10,34;0,02;0,03;0,00;0,00;0,02
10,36;0,02;0,03;0,00;0,00;0,02
10,38;0,02;0,03;0,00;0,00;0,02
10,40;0,02;0,03;0,00;0,00;0,02
10,42;0,02;0,03;0,00;0,00;0,02
10,44;0,02;0,03;0,00;0,00;0,02
10,46;0,02;0,03;0,00;0,00;0,02
10,48;0,02;0,04;0,00;0,00;0,02
10,50;0,02;0,04;0,00;0,00;0,02
10,52;0,02;0,03;0,00;0,00;0,02
10,54;0,02;0,03;0,00;0,00;0,02
10,56;0,02;0,03;0,00;0,00;0,02
10,58;0,02;0,03;0,00;0,00;0,02
10,60;0,02;0,03;0,00;0,00;0,02
10,62;0,02;0,03;0,00;0,00;0,02
10,64;0,02;0,03;0,00;0,00;0,02
10,66;0,02;0,03;0,00;0,00;0,02
10,68;0,02;0,03;0,00;0,00;0,02
10,70;0,02;0,03;0,00;0,00;0,02
10,72;0,02;0,03;0,00;0,00;0,02
10,74;0,02;0,03;0,00;0,00;0,02
10,76;0,02;0,03;0,00;0,00;0,02
10,78;0,02;0,04;0,00;0,00;0,02
10,80;0,02;0,04;0,00;0,00;0,02
10,82;0,02;0,03;0,00;0,00;0,02
10,84;0,02;0,03;0,00;0,00;0,02
10,86;0,02;0,03;0,00;0,00;0,02
10,88;0,02;0,03;0,00;0,00;0,02
10,90;0,02;0,03;0,00;0,00;0,02
10,92;0,02;0,03;0,00;0,00;0,02
10,94;0,02;0,03;0,00;0,00;0,02
10,96;0,02;0,03;0,00;0,00;0,02
10,98;0,02;0,03;0,00;0,00;0,02
11,00;0,02;0,04;0,00;0,00;0,02
11,02;0,02;0,04;0,00;0,00;0,02
11,04;0,02;0,04;0,00;0,00;0,02
11,06;0,02;0,03;0,00;0,00;0,02
11,08;0,02;0,03;0,00;0,00;0,02
11,10;0,02;0,03;0,00;0,00;0,02
11,12;0,02;0,03;0,00;0,00;0,02
11,14;0,02;0,03;0,00;0,00;0,02
11,16;0,02;0,03;0,00;0,00;0,02
11,18;0,02;0,03;0,00;0,00;0,02
11,20;0,02;0,03;0,00;0,00;0,02
11,22;0,02;0,03;0,00;0,00;0,02
11,24;0,02;0,03;0,00;0,00;0,02
11,26;0,02;0,03;0,00;0,00;0,02
11,28;0,02;0,03;0,00;0,00;0,02
11,30;0,02;0,04;0,00;0,00;0,02
11,32;0,02;0,04;0,00;0,00;0,02
11,34;0,02;0,04;0,00;0,00;0,02
11,36;0,02;0,04;0,00;0,00;0,02
11,38;0,02;0,04;0,00;0,00;0,02
11,40;0,02;0,04;0,00;0,00;0,02
11,42;0,02;0,03;0,00;0,00;0,02
11,44;0,02;0,04;0,00;0,00;0,02
11,46;0,02;0,04;0,00;0,00;0,02
11,48;0,02;0,04;0,00;0,00;0,02
11,50;0,02;0,03;0,00;0,00;0,02
11,52;0,02;0,03;0,00;0,00;0,02
11,54;0,02;0,03;0,00;0,00;0,02
11,56;0,02;0,04;0,00;0,00;0,02
11,58;0,02;0,03;0,00;0,00;0,02
11,60;0,02;0,04;0,00;0,00;0,02
11,62;0,02;0,04;0,00;0,00;0,02
11,64;0,02;0,04;0,00;0,00;0,02
