Zeit;Weg;Kraft;Länge;Dehnung;dL_ORG
137,70;0,23;0,09;0,00;0,00;0,23
137,72;0,23;0,09;0,00;0,00;0,23
137,74;0,23;0,09;0,00;0,00;0,23
137,76;0,23;0,09;0,00;0,00;0,23
137,78;0,23;0,09;0,00;0,00;0,23
137,80;0,23;0,09;0,00;0,00;0,23
137,82;0,23;0,09;0,00;0,00;0,23
137,84;0,23;0,09;0,00;0,00;0,23
137,86;0,23;0,09;0,00;0,00;0,23
137,88;0,23;0,09;0,00;0,00;0,23
137,90;0,23;0,09;0,00;0,00;0,23
137,92;0,23;0,09;0,00;0,00;0,23
137,94;0,23;0,09;0,00;0,00;0,23
137,96;0,23;0,09;0,00;0,00;0,23
137,98;0,23;0,09;0,00;0,00;0,23
138,00;0,23;0,09;0,00;0,00;0,23
138,02;0,23;0,09;0,00;0,00;0,23
138,04;0,23;0,09;0,00;0,00;0,23
138,06;0,23;0,09;0,00;0,00;0,23
138,08;0,23;0,09;0,00;0,00;0,23
138,10;0,23;0,09;0,00;0,00;0,23
138,12;0,23;0,10;0,00;0,00;0,23
138,14;0,23;0,10;0,00;0,00;0,23
138,16;0,23;0,10;0,00;0,00;0,23
138,18;0,23;0,09;0,00;0,00;0,23
138,20;0,23;0,09;0,00;0,00;0,23
138,22;0,23;0,09;0,00;0,00;0,23
138,24;0,23;0,09;0,00;0,00;0,23
138,26;0,23;0,09;0,00;0,00;0,23
138,28;0,23;0,10;0,00;0,00;0,23
138,30;0,23;0,09;0,00;0,00;0,23
138,32;0,23;0,10;0,00;0,00;0,23
138,34;0,23;0,09;0,00;0,00;0,23
138,36;0,23;0,09;0,00;0,00;0,23
138,38;0,23;0,09;0,00;0,00;0,23
138,40;0,23;0,10;0,00;0,00;0,23
138,42;0,23;0,09;0,00;0,00;0,23
138,44;0,23;0,10;0,00;0,00;0,23
138,46;0,23;0,09;0,00;0,00;0,23
138,48;0,23;0,10;0,00;0,00;0,23
138,50;0,23;0,10;0,00;0,00;0,23
138,52;0,23;0,10;0,00;0,00;0,23
138,54;0,23;0,10;0,00;0,00;0,23
138,56;0,23;0,10;0,00;0,00;0,23
138,58;0,23;0,09;0,00;0,00;0,23
138,60;0,23;0,09;0,00;0,00;0,23
138,62;0,23;0,09;0,00;0,00;0,23
138,64;0,23;0,09;0,00;0,00;0,23
138,66;0,23;0,09;0,00;0,00;0,23
138,68;0,23;0,09;0,00;0,00;0,23
138,70;0,23;0,09;0,00;0,00;0,23
138,72;0,23;0,09;0,00;0,00;0,23
138,74;0,23;0,09;0,00;0,00;0,23
138,76;0,23;0,09;0,00;0,00;0,23
138,78;0,23;0,09;0,00;0,00;0,23
138,80;0,23;0,09;0,00;0,00;0,23
138,82;0,23;0,09;0,00;0,00;0,23
138,84;0,23;0,09;0,00;0,00;0,23
138,86;0,23;0,09;0,00;0,00;0,23
138,88;0,23;0,09;0,00;0,00;0,23
138,90;0,23;0,09;0,00;0,00;0,23
138,92;0,23;0,09;0,00;0,00;0,23
138,94;0,23;0,09;0,00;0,00;0,23
138,96;0,23;0,09;0,00;0,00;0,23
138,98;0,23;0,10;0,00;0,00;0,23
139,00;0,23;0,10;0,00;0,00;0,23
139,02;0,23;0,10;0,00;0,00;0,23
139,04;0,23;0,10;0,00;0,00;0,23
139,06;0,23;0,10;0,00;0,00;0,23
139,08;0,23;0,10;0,00;0,00;0,23
139,10;0,23;0,09;0,00;0,00;0,23
139,12;0,23;0,09;0,00;0,00;0,23
139,14;0,23;0,10;0,00;0,00;0,23
139,16;0,23;0,09;0,00;0,00;0,23
139,18;0,23;0,10;0,00;0,00;0,23
139,20;0,23;0,10;0,00;0,00;0,23
139,22;0,23;0,10;0,00;0,00;0,23
139,24;0,23;0,10;0,00;0,00;0,23
139,26;0,23;0,10;0,00;0,00;0,23
139,28;0,23;0,10;0,00;0,00;0,23
139,30;0,23;0,10;0,00;0,00;0,23
139,32;0,23;0,10;0,00;0,00;0,23
139,34;0,23;0,10;0,00;0,00;0,23
139,36;0,23;0,10;0,00;0,00;0,23
139,38;0,23;0,10;0,00;0,00;0,23
139,40;0,23;0,10;0,00;0,00;0,23
139,42;0,23;0,10;0,00;0,00;0,23
139,44;0,23;0,10;0,00;0,00;0,23
139,46;0,23;0,10;0,00;0,01;0,23
139,48;0,23;0,10;0,00;0,01;0,23
139,50;0,23;0,10;0,00;0,01;0,23
139,52;0,23;0,10;0,00;0,02;0,23
139,54;0,23;0,10;0,00;0,02;0,23
139,56;0,23;0,10;0,00;0,02;0,23
139,58;0,23;0,10;0,00;0,03;0,23
139,60;0,24;0,10;0,00;0,03;0,24
139,62;0,24;0,10;0,00;0,03;0,24
139,64;0,24;0,10;0,00;0,04;0,24
139,66;0,24;0,10;0,00;0,04;0,24
139,68;0,24;0,11;0,00;0,04;0,24
139,70;0,24;0,11;0,00;0,05;0,24
139,72;0,24;0,11;0,01;0,05;0,24
139,74;0,24;0,11;0,01;0,05;0,24
139,76;0,24;0,11;0,01;0,06;0,24
139,78;0,24;0,11;0,01;0,06;0,24
139,80;0,24;0,11;0,01;0,06;0,24
139,82;0,24;0,11;0,01;0,07;0,24
139,84;0,24;0,12;0,01;0,07;0,24
139,86;0,24;0,12;0,01;0,08;0,24
139,88;0,24;0,12;0,01;0,08;0,24
139,90;0,24;0,12;0,01;0,08;0,24
139,92;0,24;0,12;0,01;0,09;0,24
139,94;0,24;0,12;0,01;0,09;0,24
139,96;0,24;0,12;0,01;0,09;0,24
139,98;0,24;0,13;0,01;0,10;0,24
140,00;0,24;0,13;0,01;0,10;0,24
140,02;0,24;0,13;0,01;0,10;0,24
140,04;0,24;0,13;0,01;0,11;0,24
140,06;0,24;0,13;0,01;0,11;0,24
140,08;0,24;0,13;0,01;0,11;0,24
140,10;0,24;0,13;0,01;0,12;0,24
140,12;0,24;0,13;0,01;0,12;0,24
140,14;0,24;0,13;0,01;0,12;0,24
140,16;0,25;0,13;0,01;0,13;0,25
140,18;0,25;0,14;0,01;0,13;0,25
140,20;0,25;0,14;0,01;0,13;0,25
140,22;0,25;0,14;0,01;0,14;0,25
140,24;0,25;0,14;0,01;0,14;0,25
140,26;0,25;0,14;0,01;0,14;0,25
140,28;0,25;0,14;0,01;0,14;0,25
140,30;0,25;0,14;0,02;0,15;0,25
140,32;0,25;0,14;0,02;0,15;0,25
140,34;0,25;0,14;0,02;0,15;0,25
140,36;0,25;0,14;0,02;0,16;0,25
140,38;0,25;0,14;0,02;0,16;0,25
140,40;0,25;0,15;0,02;0,16;0,25
140,42;0,25;0,15;0,02;0,16;0,25
140,44;0,25;0,15;0,02;0,17;0,25
140,46;0,25;0,15;0,02;0,17;0,25
140,48;0,25;0,15;0,02;0,17;0,25
140,50;0,25;0,15;0,02;0,18;0,25
140,52;0,25;0,15;0,02;0,18;0,25
140,54;0,25;0,15;0,02;0,18;0,25
140,56;0,25;0,15;0,02;0,19;0,25
140,58;0,25;0,15;0,02;0,19;0,25
140,60;0,25;0,15;0,02;0,19;0,25
140,62;0,25;0,15;0,02;0,20;0,25
140,64;0,25;0,15;0,02;0,20;0,25
140,66;0,25;0,16;0,02;0,20;0,25
140,68;0,25;0,16;0,02;0,21;0,25
140,70;0,25;0,16;0,02;0,21;0,25
140,72;0,25;0,17;0,02;0,21;0,25
140,74;0,25;0,17;0,02;0,22;0,25
140,76;0,25;0,17;0,02;0,22;0,25
140,78;0,25;0,17;0,02;0,22;0,25
140,80;0,26;0,17;0,02;0,23;0,26
140,82;0,26;0,17;0,02;0,23;0,26
140,84;0,26;0,17;0,02;0,23;0,26
140,86;0,26;0,17;0,02;0,24;0,26
140,88;0,26;0,17;0,02;0,24;0,26
140,90;0,26;0,17;0,03;0,24;0,26
140,92;0,26;0,17;0,03;0,25;0,26
140,94;0,26;0,17;0,03;0,25;0,26
140,96;0,26;0,17;0,03;0,26;0,26
140,98;0,26;0,17;0,03;0,26;0,26
141,00;0,26;0,18;0,03;0,26;0,26
141,02;0,26;0,18;0,03;0,26;0,26
141,04;0,26;0,18;0,03;0,27;0,26
141,06;0,26;0,18;0,03;0,27;0,26
141,08;0,26;0,19;0,03;0,27;0,26
141,10;0,26;0,19;0,03;0,28;0,26
141,12;0,26;0,19;0,03;0,28;0,26
141,14;0,26;0,19;0,03;0,29;0,26
141,16;0,26;0,19;0,03;0,29;0,26
141,18;0,26;0,19;0,03;0,29;0,26
141,20;0,26;0,19;0,03;0,30;0,26
141,22;0,26;0,19;0,03;0,30;0,26
141,24;0,26;0,20;0,03;0,30;0,26
141,26;0,26;0,20;0,03;0,30;0,26
141,28;0,26;0,20;0,03;0,31;0,26
141,30;0,26;0,20;0,03;0,31;0,26
141,32;0,26;0,20;0,03;0,31;0,26
141,34;0,26;0,20;0,03;0,32;0,26
141,36;0,26;0,20;0,03;0,32;0,26
141,38;0,26;0,20;0,03;0,32;0,26
141,40;0,27;0,20;0,03;0,32;0,27
141,42;0,27;0,20;0,03;0,33;0,27
141,44;0,27;0,21;0,03;0,33;0,27
141,46;0,27;0,20;0,03;0,33;0,27
141,48;0,27;0,21;0,03;0,34;0,27
141,50;0,27;0,21;0,03;0,34;0,27
141,52;0,27;0,21;0,04;0,34;0,27
141,54;0,27;0,21;0,04;0,35;0,27
141,56;0,27;0,21;0,04;0,35;0,27
141,58;0,27;0,22;0,04;0,35;0,27
141,60;0,27;0,22;0,04;0,36;0,27
141,62;0,27;0,22;0,04;0,36;0,27
141,64;0,27;0,22;0,04;0,36;0,27
141,66;0,27;0,22;0,04;0,37;0,27
141,68;0,27;0,22;0,04;0,37;0,27
141,70;0,27;0,22;0,04;0,37;0,27
141,72;0,27;0,23;0,04;0,38;0,27
141,74;0,27;0,23;0,04;0,38;0,27
141,76;0,27;0,23;0,04;0,38;0,27
141,78;0,27;0,23;0,04;0,39;0,27
141,80;0,27;0,23;0,04;0,39;0,27
141,82;0,27;0,23;0,04;0,39;0,27
141,84;0,27;0,23;0,04;0,40;0,27
141,86;0,27;0,24;0,04;0,40;0,27
141,88;0,27;0,24;0,04;0,40;0,27
141,90;0,27;0,24;0,04;0,41;0,27
141,92;0,27;0,24;0,04;0,41;0,27
141,94;0,27;0,24;0,04;0,41;0,27
141,96;0,27;0,24;0,04;0,42;0,27
141,98;0,28;0,24;0,04;0,42;0,28
142,00;0,28;0,25;0,04;0,42;0,28
142,02;0,28;0,25;0,04;0,43;0,28
142,04;0,28;0,25;0,04;0,43;0,28
142,06;0,28;0,25;0,04;0,44;0,28
142,08;0,28;0,25;0,04;0,44;0,28
142,10;0,28;0,25;0,05;0,44;0,28
142,12;0,28;0,25;0,05;0,44;0,28
142,14;0,28;0,26;0,05;0,45;0,28
142,16;0,28;0,26;0,05;0,45;0,28
142,18;0,28;0,26;0,05;0,46;0,28
142,20;0,28;0,26;0,05;0,46;0,28
142,22;0,28;0,26;0,05;0,46;0,28
142,24;0,28;0,26;0,05;0,47;0,28
142,26;0,28;0,26;0,05;0,47;0,28
142,28;0,28;0,26;0,05;0,47;0,28
142,30;0,28;0,26;0,05;0,47;0,28
142,32;0,28;0,26;0,05;0,48;0,28
142,34;0,28;0,26;0,05;0,48;0,28
142,36;0,28;0,26;0,05;0,48;0,28
142,38;0,28;0,27;0,05;0,49;0,28
142,40;0,28;0,27;0,05;0,49;0,28
142,42;0,28;0,27;0,05;0,49;0,28
142,44;0,28;0,27;0,05;0,49;0,28
142,46;0,28;0,27;0,05;0,50;0,28
142,48;0,28;0,27;0,05;0,50;0,28
142,50;0,28;0,28;0,05;0,50;0,28
142,52;0,28;0,28;0,05;0,51;0,28
142,54;0,28;0,28;0,05;0,51;0,28
142,56;0,28;0,28;0,05;0,51;0,28
142,58;0,28;0,28;0,05;0,52;0,28
142,60;0,29;0,28;0,05;0,52;0,29
142,62;0,29;0,28;0,05;0,52;0,29
142,64;0,29;0,28;0,05;0,53;0,29
142,66;0,29;0,28;0,05;0,53;0,29
142,68;0,29;0,29;0,05;0,53;0,29
142,70;0,29;0,29;0,05;0,54;0,29
142,72;0,29;0,29;0,06;0,54;0,29
142,74;0,29;0,29;0,06;0,54;0,29
142,76;0,29;0,29;0,06;0,54;0,29
142,78;0,29;0,29;0,06;0,55;0,29
142,80;0,29;0,29;0,06;0,55;0,29
142,82;0,29;0,29;0,06;0,56;0,29
142,84;0,29;0,30;0,06;0,56;0,29
142,86;0,29;0,30;0,06;0,56;0,29
142,88;0,29;0,30;0,06;0,56;0,29
142,90;0,29;0,31;0,06;0,57;0,29
142,92;0,29;0,31;0,06;0,57;0,29
142,94;0,29;0,31;0,06;0,58;0,29
142,96;0,29;0,31;0,06;0,58;0,29
142,98;0,29;0,31;0,06;0,59;0,29
143,00;0,29;0,31;0,06;0,59;0,29
143,02;0,29;0,32;0,06;0,59;0,29
143,04;0,29;0,32;0,06;0,59;0,29
143,06;0,29;0,32;0,06;0,60;0,29
143,08;0,29;0,32;0,06;0,60;0,29
143,10;0,29;0,33;0,06;0,60;0,29
143,12;0,29;0,33;0,06;0,61;0,29
143,14;0,29;0,33;0,06;0,61;0,29
143,16;0,29;0,33;0,06;0,61;0,29
143,18;0,30;0,34;0,06;0,62;0,30
143,20;0,30;0,34;0,06;0,62;0,30
143,22;0,30;0,34;0,06;0,62;0,30
143,24;0,30;0,34;0,06;0,63;0,30
143,26;0,30;0,34;0,06;0,63;0,30
143,28;0,30;0,34;0,06;0,63;0,30
143,30;0,30;0,34;0,07;0,64;0,30
143,32;0,30;0,34;0,07;0,64;0,30
143,34;0,30;0,35;0,07;0,64;0,30
143,36;0,30;0,35;0,07;0,65;0,30
143,38;0,30;0,35;0,07;0,65;0,30
143,40;0,30;0,35;0,07;0,65;0,30
143,42;0,30;0,35;0,07;0,65;0,30
143,44;0,30;0,35;0,07;0,66;0,30
143,46;0,30;0,36;0,07;0,66;0,30
143,48;0,30;0,36;0,07;0,66;0,30
143,50;0,30;0,36;0,07;0,67;0,30
143,52;0,30;0,36;0,07;0,67;0,30
143,54;0,30;0,36;0,07;0,67;0,30
143,56;0,30;0,36;0,07;0,68;0,30
143,58;0,30;0,36;0,07;0,68;0,30
143,60;0,30;0,37;0,07;0,68;0,30
143,62;0,30;0,37;0,07;0,68;0,30
143,64;0,30;0,37;0,07;0,69;0,30
143,66;0,30;0,37;0,07;0,69;0,30
143,68;0,30;0,37;0,07;0,69;0,30
143,70;0,30;0,37;0,07;0,70;0,30
143,72;0,30;0,37;0,07;0,70;0,30
143,74;0,30;0,37;0,07;0,71;0,30
143,76;0,30;0,37;0,07;0,71;0,30
143,78;0,30;0,38;0,07;0,71;0,30
143,80;0,31;0,38;0,07;0,72;0,31
143,82;0,31;0,38;0,07;0,72;0,31
143,84;0,31;0,38;0,07;0,72;0,31
143,86;0,31;0,39;0,07;0,73;0,31
143,88;0,31;0,39;0,07;0,73;0,31
143,90;0,31;0,39;0,07;0,73;0,31
143,92;0,31;0,39;0,08;0,74;0,31
143,94;0,31;0,39;0,08;0,74;0,31
143,96;0,31;0,39;0,08;0,74;0,31
143,98;0,31;0,39;0,08;0,75;0,31
144,00;0,31;0,39;0,08;0,75;0,31
144,02;0,31;0,40;0,08;0,75;0,31
144,04;0,31;0,40;0,08;0,76;0,31
144,06;0,31;0,40;0,08;0,76;0,31
144,08;0,31;0,41;0,08;0,76;0,31
144,10;0,31;0,41;0,08;0,77;0,31
144,12;0,31;0,41;0,08;0,77;0,31
144,14;0,31;0,41;0,08;0,77;0,31
144,16;0,31;0,41;0,08;0,78;0,31
144,18;0,31;0,41;0,08;0,78;0,31
144,20;0,31;0,41;0,08;0,78;0,31
144,22;0,31;0,41;0,08;0,79;0,31
144,24;0,31;0,41;0,08;0,79;0,31
144,26;0,31;0,42;0,08;0,79;0,31
144,28;0,31;0,42;0,08;0,80;0,31
144,30;0,31;0,42;0,08;0,80;0,31
144,32;0,31;0,42;0,08;0,80;0,31
144,34;0,31;0,42;0,08;0,81;0,31
144,36;0,31;0,42;0,08;0,81;0,31
144,38;0,32;0,42;0,08;0,81;0,32
144,40;0,32;0,42;0,08;0,82;0,32
144,42;0,32;0,43;0,08;0,82;0,32
144,44;0,32;0,43;0,08;0,82;0,32
144,46;0,32;0,43;0,08;0,82;0,32
144,48;0,32;0,43;0,08;0,83;0,32
144,50;0,32;0,43;0,08;0,83;0,32
144,52;0,32;0,44;0,09;0,83;0,32
144,54;0,32;0,44;0,09;0,84;0,32
144,56;0,32;0,44;0,09;0,84;0,32
144,58;0,32;0,44;0,09;0,84;0,32
144,60;0,32;0,44;0,09;0,84;0,32
144,62;0,32;0,44;0,09;0,85;0,32
144,64;0,32;0,44;0,09;0,85;0,32
144,66;0,32;0,45;0,09;0,85;0,32
144,68;0,32;0,45;0,09;0,86;0,32
144,70;0,32;0,45;0,09;0,86;0,32
144,72;0,32;0,45;0,09;0,86;0,32
144,74;0,32;0,46;0,09;0,87;0,32
144,76;0,32;0,46;0,09;0,87;0,32
144,78;0,32;0,46;0,09;0,87;0,32
144,80;0,32;0,46;0,09;0,88;0,32
144,82;0,32;0,46;0,09;0,88;0,32
144,84;0,32;0,46;0,09;0,88;0,32
144,86;0,32;0,46;0,09;0,89;0,32
144,88;0,32;0,46;0,09;0,89;0,32
144,90;0,32;0,47;0,09;0,89;0,32
144,92;0,32;0,47;0,09;0,90;0,32
144,94;0,32;0,47;0,09;0,90;0,32
144,96;0,32;0,47;0,09;0,91;0,32
144,98;0,33;0,47;0,09;0,91;0,33
145,00;0,33;0,48;0,09;0,91;0,33
145,02;0,33;0,48;0,09;0,92;0,33
145,04;0,33;0,48;0,09;0,92;0,33
145,06;0,33;0,48;0,09;0,92;0,33
145,08;0,33;0,48;0,09;0,93;0,33
145,10;0,33;0,48;0,10;0,93;0,33
145,12;0,33;0,49;0,10;0,93;0,33
145,14;0,33;0,49;0,10;0,94;0,33
145,16;0,33;0,49;0,10;0,94;0,33
145,18;0,33;0,49;0,10;0,94;0,33
145,20;0,33;0,50;0,10;0,95;0,33
145,22;0,33;0,50;0,10;0,95;0,33
145,24;0,33;0,50;0,10;0,95;0,33
145,26;0,33;0,50;0,10;0,96;0,33
145,28;0,33;0,50;0,10;0,96;0,33
145,30;0,33;0,50;0,10;0,96;0,33
145,32;0,33;0,50;0,10;0,97;0,33
145,34;0,33;0,50;0,10;0,97;0,33
145,36;0,33;0,50;0,10;0,97;0,33
145,38;0,33;0,51;0,10;0,98;0,33
145,40;0,33;0,51;0,10;0,98;0,33
145,42;0,33;0,51;0,10;0,98;0,33
145,44;0,33;0,51;0,10;0,99;0,33
145,46;0,33;0,51;0,10;0,99;0,33
145,48;0,33;0,51;0,10;0,99;0,33
145,50;0,33;0,51;0,10;0,99;0,33
145,52;0,33;0,52;0,10;1,00;0,33
145,54;0,33;0,52;0,10;1,00;0,33
145,56;0,33;0,52;0,10;1,00;0,33
145,58;0,33;0,52;0,10;1,00;0,33
145,60;0,34;0,52;0,10;1,01;0,34
145,62;0,34;0,53;0,10;1,01;0,34
145,64;0,34;0,53;0,10;1,01;0,34
145,66;0,34;0,53;0,10;1,02;0,34
145,68;0,34;0,53;0,10;1,02;0,34
145,70;0,34;0,53;0,10;1,02;0,34
145,72;0,34;0,53;0,11;1,03;0,34
145,74;0,34;0,53;0,11;1,03;0,34
145,76;0,34;0,54;0,11;1,03;0,34
145,78;0,34;0,54;0,11;1,04;0,34
145,80;0,34;0,54;0,11;1,04;0,34
145,82;0,34;0,55;0,11;1,04;0,34
145,84;0,34;0,55;0,11;1,05;0,34
145,86;0,34;0,55;0,11;1,05;0,34
145,88;0,34;0,55;0,11;1,05;0,34
145,90;0,34;0,55;0,11;1,06;0,34
145,92;0,34;0,55;0,11;1,06;0,34
145,94;0,34;0,55;0,11;1,06;0,34
145,96;0,34;0,55;0,11;1,07;0,34
145,98;0,34;0,55;0,11;1,07;0,34
146,00;0,34;0,55;0,11;1,07;0,34
146,02;0,34;0,56;0,11;1,08;0,34
146,04;0,34;0,56;0,11;1,08;0,34
146,06;0,34;0,56;0,11;1,08;0,34
146,08;0,34;0,56;0,11;1,09;0,34
146,10;0,34;0,56;0,11;1,09;0,34
146,12;0,34;0,57;0,11;1,09;0,34
146,14;0,34;0,57;0,11;1,10;0,34
146,16;0,34;0,57;0,11;1,10;0,34
146,18;0,35;0,57;0,11;1,11;0,35
146,20;0,35;0,57;0,11;1,11;0,35
146,22;0,35;0,58;0,11;1,11;0,35
146,24;0,35;0,58;0,11;1,12;0,35
146,26;0,35;0,58;0,11;1,12;0,35
146,28;0,35;0,58;0,11;1,12;0,35
146,30;0,35;0,58;0,12;1,13;0,35
146,32;0,35;0,58;0,12;1,13;0,35
146,34;0,35;0,59;0,12;1,13;0,35
146,36;0,35;0,59;0,12;1,14;0,35
146,38;0,35;0,59;0,12;1,14;0,35
146,40;0,35;0,59;0,12;1,14;0,35
146,42;0,35;0,59;0,12;1,14;0,35
146,44;0,35;0,59;0,12;1,15;0,35
146,46;0,35;0,59;0,12;1,15;0,35
146,48;0,35;0,59;0,12;1,15;0,35
146,50;0,35;0,59;0,12;1,16;0,35
146,52;0,35;0,60;0,12;1,16;0,35
146,54;0,35;0,60;0,12;1,16;0,35
146,56;0,35;0,60;0,12;1,17;0,35
146,58;0,35;0,60;0,12;1,17;0,35
146,60;0,35;0,61;0,12;1,17;0,35
146,62;0,35;0,61;0,12;1,17;0,35
146,64;0,35;0,60;0,12;1,18;0,35
146,66;0,35;0,60;0,12;1,18;0,35
146,68;0,35;0,61;0,12;1,18;0,35
146,70;0,35;0,61;0,12;1,19;0,35
146,72;0,35;0,61;0,12;1,19;0,35
146,74;0,35;0,62;0,12;1,19;0,35
146,76;0,35;0,62;0,12;1,20;0,35
146,78;0,35;0,62;0,12;1,20;0,35
146,80;0,36;0,62;0,12;1,20;0,36
146,82;0,36;0,62;0,12;1,21;0,36
146,84;0,36;0,62;0,12;1,21;0,36
146,86;0,36;0,62;0,12;1,21;0,36
146,88;0,36;0,62;0,12;1,22;0,36
146,90;0,36;0,63;0,12;1,22;0,36
146,92;0,36;0,63;0,13;1,22;0,36
146,94;0,36;0,63;0,13;1,23;0,36
146,96;0,36;0,63;0,13;1,23;0,36
146,98;0,36;0,63;0,13;1,23;0,36
147,00;0,36;0,63;0,13;1,24;0,36
147,02;0,36;0,63;0,13;1,24;0,36
147,04;0,36;0,63;0,13;1,24;0,36
147,06;0,36;0,64;0,13;1,25;0,36
147,08;0,36;0,64;0,13;1,25;0,36
147,10;0,36;0,64;0,13;1,25;0,36
147,12;0,36;0,64;0,13;1,26;0,36
147,14;0,36;0,65;0,13;1,26;0,36
147,16;0,36;0,65;0,13;1,26;0,36
147,18;0,36;0,65;0,13;1,27;0,36
147,20;0,36;0,65;0,13;1,27;0,36
147,22;0,36;0,65;0,13;1,28;0,36
147,24;0,36;0,65;0,13;1,28;0,36
147,26;0,36;0,65;0,13;1,28;0,36
147,28;0,36;0,66;0,13;1,28;0,36
147,30;0,36;0,66;0,13;1,29;0,36
147,32;0,36;0,66;0,13;1,29;0,36
147,34;0,36;0,66;0,13;1,29;0,36
147,36;0,36;0,67;0,13;1,30;0,36
147,38;0,37;0,67;0,13;1,30;0,37
147,40;0,37;0,67;0,13;1,30;0,37
147,42;0,37;0,67;0,13;1,31;0,37
147,44;0,37;0,67;0,13;1,31;0,37
147,46;0,37;0,67;0,13;1,31;0,37
147,48;0,37;0,67;0,13;1,32;0,37
147,50;0,37;0,68;0,14;1,32;0,37
147,52;0,37;0,68;0,14;1,32;0,37
147,54;0,37;0,68;0,14;1,33;0,37
147,56;0,37;0,68;0,14;1,33;0,37
147,58;0,37;0,68;0,14;1,33;0,37
147,60;0,37;0,68;0,14;1,34;0,37
147,62;0,37;0,68;0,14;1,34;0,37
147,64;0,37;0,68;0,14;1,34;0,37
147,66;0,37;0,68;0,14;1,34;0,37
147,68;0,37;0,69;0,14;1,35;0,37
147,70;0,37;0,69;0,14;1,35;0,37
147,72;0,37;0,69;0,14;1,35;0,37
147,74;0,37;0,69;0,14;1,36;0,37
147,76;0,37;0,70;0,14;1,36;0,37
147,78;0,37;0,70;0,14;1,36;0,37
147,80;0,37;0,70;0,14;1,37;0,37
147,82;0,37;0,70;0,14;1,37;0,37
147,84;0,37;0,70;0,14;1,37;0,37
147,86;0,37;0,70;0,14;1,38;0,37
147,88;0,37;0,70;0,14;1,38;0,37
147,90;0,37;0,71;0,14;1,38;0,37
147,92;0,37;0,71;0,14;1,38;0,37
147,94;0,37;0,71;0,14;1,39;0,37
147,96;0,37;0,71;0,14;1,39;0,37
147,98;0,37;0,71;0,14;1,40;0,37
148,00;0,38;0,71;0,14;1,40;0,38
148,02;0,38;0,71;0,14;1,40;0,38
148,04;0,38;0,72;0,14;1,41;0,38
148,06;0,38;0,72;0,14;1,41;0,38
148,08;0,38;0,72;0,14;1,41;0,38
148,10;0,38;0,72;0,14;1,42;0,38
148,12;0,38;0,72;0,15;1,42;0,38
148,14;0,38;0,72;0,15;1,42;0,38
148,16;0,38;0,73;0,15;1,43;0,38
148,18;0,38;0,73;0,15;1,43;0,38
148,20;0,38;0,73;0,15;1,43;0,38
148,22;0,38;0,73;0,15;1,44;0,38
148,24;0,38;0,74;0,15;1,44;0,38
148,26;0,38;0,74;0,15;1,44;0,38
148,28;0,38;0,74;0,15;1,45;0,38
148,30;0,38;0,74;0,15;1,45;0,38
148,32;0,38;0,74;0,15;1,45;0,38
148,34;0,38;0,74;0,15;1,46;0,38
148,36;0,38;0,74;0,15;1,46;0,38
148,38;0,38;0,74;0,15;1,47;0,38
148,40;0,38;0,74;0,15;1,47;0,38
148,42;0,38;0,75;0,15;1,47;0,38
148,44;0,38;0,75;0,15;1,47;0,38
148,46;0,38;0,75;0,15;1,48;0,38
148,48;0,38;0,75;0,15;1,48;0,38
148,50;0,38;0,75;0,15;1,48;0,38
148,52;0,38;0,75;0,15;1,49;0,38
148,54;0,38;0,75;0,15;1,49;0,38
148,56;0,38;0,76;0,15;1,49;0,38
148,58;0,39;0,76;0,15;1,50;0,39
148,60;0,39;0,76;0,15;1,50;0,39
148,62;0,39;0,76;0,15;1,50;0,39
148,64;0,39;0,76;0,15;1,50;0,39
148,66;0,39;0,77;0,15;1,51;0,39
148,68;0,39;0,77;0,15;1,51;0,39
148,70;0,39;0,77;0,15;1,51;0,39
148,72;0,39;0,77;0,16;1,52;0,39
148,74;0,39;0,77;0,16;1,52;0,39
148,76;0,39;0,77;0,16;1,52;0,39
148,78;0,39;0,77;0,16;1,53;0,39
148,80;0,39;0,77;0,16;1,53;0,39
148,82;0,39;0,78;0,16;1,53;0,39
148,84;0,39;0,78;0,16;1,53;0,39
148,86;0,39;0,78;0,16;1,54;0,39
148,88;0,39;0,78;0,16;1,54;0,39
148,90;0,39;0,78;0,16;1,55;0,39
148,92;0,39;0,79;0,16;1,55;0,39
148,94;0,39;0,79;0,16;1,55;0,39
148,96;0,39;0,79;0,16;1,56;0,39
148,98;0,39;0,79;0,16;1,56;0,39
149,00;0,39;0,80;0,16;1,56;0,39
149,02;0,39;0,80;0,16;1,56;0,39
149,04;0,39;0,80;0,16;1,57;0,39
149,06;0,39;0,80;0,16;1,57;0,39
149,08;0,39;0,80;0,16;1,58;0,39
149,10;0,39;0,81;0,16;1,58;0,39
149,12;0,39;0,81;0,16;1,58;0,39
149,14;0,39;0,81;0,16;1,58;0,39
149,16;0,39;0,81;0,16;1,59;0,39
149,18;0,40;0,81;0,16;1,59;0,40
149,20;0,40;0,81;0,16;1,60;0,40
149,22;0,40;0,81;0,16;1,60;0,40
149,24;0,40;0,81;0,16;1,60;0,40
149,26;0,40;0,81;0,16;1,61;0,40
149,28;0,40;0,82;0,16;1,61;0,40
149,30;0,40;0,82;0,17;1,61;0,40
149,32;0,40;0,82;0,17;1,62;0,40
